season,date,round,homeTeam,awayTeam,startTimeLocal,venue,quarter,teamName,scoreType,playerName,scoreTime_mmss,scoreTime_secInQtr,scorePoints,homeTeamPoints,awayTeamPoints,homeTeamRunningScore,awayTeamRunningScore,matchID,Q1_s,Q2_s,Q3_s,Q4_s,gameDuration_s,Q1Q2_s,Q1Q2Q3_s,scoreTime_seconds,scoreTime_pct,homeTeamFinalScore,awayTeamFinalScore,homeMinusAwayScore,homeTeamResult,winningTeam,losingTeam
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,1,Hawthorn,Behind,Luke Breust,25M 25S,1525,1,0,1,27,13,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,1525,20.7,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,1,West Coast,Goal,Jack Darling,26M 56S,1616,6,6,0,33,13,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,1616,21.9,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,Hawthorn,Behind,Shaun Burgoyne,7M 50S,470,1,0,1,33,14,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,2376,32.3,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,West Coast,Behind,Jamie Cripps,14M 9S,849,1,1,0,34,14,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,2755,37.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,West Coast,Goal,Jack Darling,14M 59S,899,6,6,0,40,14,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,2805,38.1,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,Hawthorn,Goal,Paul Puopolo,16M 54S,1014,6,0,6,40,20,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,2920,39.6,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,West Coast,Goal,Elliot Yeo,21M 0S,1260,6,6,0,46,20,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3166,43,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,West Coast,Goal,Josh Kennedy,26M 54S,1614,6,6,0,52,20,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3520,47.8,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,West Coast,Goal,Mark LeCras,28M 8S,1688,6,6,0,58,20,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3594,48.8,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,2,Hawthorn,Goal,James Sicily,29M 9S,1749,6,0,6,58,26,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3655,49.6,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Rushed behind,1M 7S,67,1,1,0,59,26,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3769,51.2,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Jackson Nelson,1M 26S,86,1,1,0,60,26,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3788,51.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,Hawthorn,Goal,Shaun Burgoyne,4M 5S,245,6,0,6,60,32,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,3947,53.6,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Jamie Cripps,6M 18S,378,1,1,0,61,32,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4080,55.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Goal,Jack Darling,7M 18S,438,6,6,0,67,32,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4140,56.2,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Rushed behind,8M 20S,500,1,1,0,68,32,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4202,57,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,Hawthorn,Goal,Jack Gunston,10M 41S,641,6,0,6,68,38,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4343,59,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Elliot Yeo,14M 12S,852,1,1,0,69,38,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4554,61.8,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,Hawthorn,Goal,James Sicily,15M 56S,956,6,0,6,69,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4658,63.2,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Mark LeCras,17M 22S,1042,1,1,0,70,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4744,64.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Goal,Mark LeCras,19M 23S,1163,6,6,0,76,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,4865,66,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Rushed behind,23M 32S,1412,1,1,0,77,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5114,69.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Shannon Hurn,25M 48S,1548,1,1,0,78,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5250,71.3,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Behind,Rushed behind,28M 1S,1681,1,1,0,79,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5383,73.1,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,3,West Coast,Goal,Luke Shuey,29M 34S,1774,6,6,0,85,44,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5476,74.3,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Goal,Jordan Lewis,52S,52,6,0,6,85,50,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5622,76.3,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,West Coast,Goal,Josh Kennedy,6M 28S,388,6,6,0,91,50,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,5958,80.9,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Behind,James Sicily,9M 22S,562,1,0,1,91,51,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6132,83.2,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Behind,Rushed behind,13M 11S,791,1,0,1,91,52,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6361,86.4,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Behind,Shaun Burgoyne,13M 54S,834,1,0,1,91,53,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6404,86.9,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Behind,Rushed behind,16M 13S,973,1,0,1,91,54,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6543,88.8,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Goal,Brendan Whitecross,19M 2S,1142,6,0,6,91,60,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6712,91.1,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Behind,Isaac Smith,21M 36S,1296,1,0,1,91,61,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,6866,93.2,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,Hawthorn,Goal,Shaun Burgoyne,24M 12S,1452,6,0,6,91,67,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,7022,95.3,92,67,25,Win,West Coast,Hawthorn
2016,19/08/2016,22,West Coast,Hawthorn,6:10,Subiaco,4,West Coast,Behind,Luke Shuey,28M 56S,1736,1,1,0,92,67,2016-08-19_R22_West Coast-v-Hawthorn,1906,1796,1868,1796,7366,3702,5570,7306,99.2,92,67,25,Win,West Coast,Hawthorn
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Behind,Majak Daw,2M 14S,134,1,1,0,1,0,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,134,1.9,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Behind,Rushed behind,5M 24S,324,1,0,1,1,1,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,324,4.7,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Behind,Lachlan Hansen,7M 52S,472,1,1,0,2,1,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,472,6.8,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Goal,Jake Lloyd,10M 8S,608,6,0,6,2,7,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,608,8.8,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Goal,Todd Goldstein,12M 22S,742,6,6,0,8,7,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,742,10.7,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Goal,George Hewett,13M 56S,836,6,0,6,8,13,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,836,12,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Behind,Rushed behind,15M 19S,919,1,0,1,8,14,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,919,13.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Goal,Jarrad McVeigh,16M 27S,987,6,0,6,8,20,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,987,14.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Behind,Kurt Tippett,17M 53S,1073,1,0,1,8,21,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1073,15.5,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Goal,Gary Rohan,18M 51S,1131,6,0,6,8,27,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1131,16.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Behind,Todd Goldstein,21M 31S,1291,1,1,0,9,27,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1291,18.6,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Goal,Tom Papley,23M 18S,1398,6,0,6,9,33,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1398,20.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Goal,Nick Dal Santo,26M 32S,1592,6,6,0,15,33,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1592,22.9,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,Sydney,Behind,Luke Parker,27M 47S,1667,1,0,1,15,34,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1667,24,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Behind,Lindsay Thomas,29M 9S,1749,1,1,0,16,34,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1749,25.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,1,North Melbourne,Goal,Nick Dal Santo,30M 51S,1851,6,6,0,22,34,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1851,26.7,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,North Melbourne,Behind,Lindsay Thomas,27S,27,1,1,0,23,34,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,1947,28.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,North Melbourne,Behind,Rushed behind,7M 49S,469,1,1,0,24,34,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,2389,34.4,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,Sydney,Behind,Kurt Tippett,8M 42S,522,1,0,1,24,35,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,2442,35.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,North Melbourne,Behind,Ben Brown,12M 26S,746,1,1,0,25,35,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,2666,38.4,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,North Melbourne,Goal,Drew Petrie,13M 39S,819,6,6,0,31,35,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,2739,39.5,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,Sydney,Behind,Josh Kennedy,16M 57S,1017,1,0,1,31,36,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,2937,42.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,North Melbourne,Behind,Jack Ziebell,18M 40S,1120,1,1,0,32,36,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3040,43.8,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,Sydney,Behind,Isaac Heeney,20M 33S,1233,1,0,1,32,37,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3153,45.4,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,Sydney,Behind,Tom Mitchell,22M 11S,1331,1,0,1,32,38,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3251,46.9,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,2,Sydney,Goal,Gary Rohan,23M 27S,1407,6,0,6,32,44,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3327,48,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Behind,Brent Harvey,44S,44,1,1,0,33,44,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3493,50.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Behind,Majak Daw,3M 9S,189,1,1,0,34,44,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3638,52.4,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Goal,Jarrad McVeigh,3M 53S,233,6,0,6,34,50,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3682,53.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Goal,Ben Brown,6M 43S,403,6,6,0,40,50,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3852,55.5,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Goal,Ben McGlynn,8M 24S,504,6,0,6,40,56,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,3953,57,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Goal,Brent Harvey,10M 51S,651,6,6,0,46,56,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4100,59.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Goal,Dan Hannebery,13M 24S,804,6,0,6,46,62,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4253,61.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Goal,Isaac Heeney,15M 53S,953,6,0,6,46,68,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4402,63.4,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Goal,Josh Kennedy,18M 55S,1135,6,0,6,46,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4584,66.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Goal,Brent Harvey,21M 1S,1261,6,6,0,52,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4710,67.9,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Behind,Drew Petrie,22M 19S,1339,1,1,0,53,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4788,69,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Behind,Rushed behind,23M 8S,1388,1,1,0,54,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4837,69.7,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Goal,Brad McKenzie,23M 51S,1431,6,6,0,60,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,4880,70.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Behind,Drew Petrie,26M 5S,1565,1,1,0,61,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5014,72.3,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,North Melbourne,Goal,Ben Brown,28M 7S,1687,6,6,0,67,74,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5136,74,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,3,Sydney,Behind,Dane Rampe,30M 31S,1831,1,0,1,67,75,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5280,76.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,Sydney,Behind,Luke Parker,41S,41,1,0,1,67,76,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5408,77.9,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,North Melbourne,Goal,Brent Harvey,3M 1S,181,6,6,0,73,76,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5548,80,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,North Melbourne,Behind,Ben Cunnington,4M 56S,296,1,1,0,74,76,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5663,81.6,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,North Melbourne,Behind,Brent Harvey,7M 28S,448,1,1,0,75,76,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5815,83.8,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,Sydney,Behind,Gary Rohan,7M 54S,474,1,0,1,75,77,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,5841,84.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,Sydney,Goal,Dan Hannebery,10M 54S,654,6,0,6,75,83,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,6021,86.8,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,Sydney,Behind,Lance Franklin,12M 31S,751,1,0,1,75,84,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,6118,88.2,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,North Melbourne,Behind,Jack Ziebell,18M 8S,1088,1,1,0,76,84,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,6455,93,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,North Melbourne,Sydney,1:45,Bellerive Oval,4,Sydney,Behind,Xavier Richards,25M 12S,1512,1,0,1,76,85,2016-08-20_R22_North Melbourne-v-Sydney,1920,1529,1918,1571,6938,3449,5367,6879,99.1,76,85,-9,Loss,Sydney,North Melbourne
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,Richmond,Goal,Todd Elton,4M 41S,281,6,6,0,6,0,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,281,4.2,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Behind,Rushed behind,5M 54S,354,1,0,1,6,1,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,354,5.3,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Behind,Jack Steven,7M 8S,428,1,0,1,6,2,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,428,6.4,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Goal,Paddy McCartin,9M 56S,596,6,0,6,6,8,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,596,8.9,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Behind,Nick Riewoldt,13M 3S,783,1,0,1,6,9,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,783,11.7,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Goal,Paddy McCartin,14M 40S,880,6,0,6,6,15,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,880,13.2,46,55,-9,Loss,St Kilda,Richmond
2016,20/08/2016,22,Richmond,St Kilda,2:10,M.C.G.,1,St Kilda,Goal,Tim Membrey,19M 5S,1145,6,0,6,6,21,2016-08-20_R22_Richmond-v-St Kilda,1722,1636,1698,1617,6673,3358,5056,1145,17.2,46,55,-9,Loss,St Kilda,Richmond
